inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c1->c4,fold1,c1,c4,5,0.3,0.0,delta-blend@k5_b03,mid,45,98.04940032958984,121.59553527832031,0.9865204095840454,1.167790174484253,0.3090877830982208,0.4222222222222222
fold1:c1->c4,fold1,c1,c4,5,0.3,0.0,delta-blend@k5_b03,late,73,122.64857482910156,210.91937255859375,2.53820538520813,4.063820838928223,-2.53820538520813,1.0
fold1:c1->c4,fold1,c1,c4,5,0.5,0.0,delta-blend@k5_b05,early,101,91.47920989990234,97.94757843017578,1.378441572189331,1.5348562002182007,1.378441572189331,0.0
fold1:c1->c4,fold1,c1,c4,5,0.5,0.0,delta-blend@k5_b05,mid,45,98.04940032958984,121.59553527832031,1.105172038078308,1.2875968217849731,-0.014705403707921505,0.5333333333333333
fold1:c1->c4,fold1,c1,c4,5,0.5,0.0,delta-blend@k5_b05,late,73,122.64857482910156,210.91937255859375,3.5949196815490723,4.324716091156006,-3.5949196815490723,1.0
fold1:c1->c4,fold1,c1,c4,5,0.7,0.0,delta-blend@k5_b07,early,101,91.47920989990234,97.94757843017578,0.9592949151992798,1.283903956413269,0.8840456604957581,0.22772277227722773
fold1:c1->c4,fold1,c1,c4,5,0.7,0.0,delta-blend@k5_b07,mid,45,98.04940032958984,121.59553527832031,1.276938557624817,1.5137344598770142,-0.33849793672561646,0.6
fold1:c1->c4,fold1,c1,c4,5,0.7,0.0,delta-blend@k5_b07,late,73,122.64857482910156,210.91937255859375,4.651634693145752,4.943022727966309,-4.651634693145752,1.0
fold1:c1->c4,fold1,c1,c4,10,,0.0,delta-knn-only@k10,early,101,91.47920989990234,97.94757843017578,1.1059685945510864,1.2824007272720337,0.13218197226524353,0.6138613861386139
fold1:c1->c4,fold1,c1,c4,10,,0.0,delta-knn-only@k10,mid,45,98.04940032958984,121.59553527832031,1.5745025873184204,1.9587771892547607,-0.8862342238426208,0.6666666666666666
